"Unique ID","Q2 - Did you switch careers into Data?",Satisfaction_Salary,Satisfaction_WorkLife,Satisfaction_Coworkers,Satisfaction_Management,Satisfaction_Upward,Satisfaction_Learning,"Q7 - How difficult was it for you to break into Data?",Q8_Most_Important_Thing,"Q9 - Male/Female?","Q11 - Which Country do you live in?","Q12 - Highest Level of Education","Q4 - What Industry do you work in?",Current_Role,min_salary,max_salary,avg_salary,Favorite_Language,Clean_Date,Age,"Q10 - Current Age",Age_Brackets,Clean_Ethnicity
62a3715124a2626027388f02,No,4.0,7.0,9.0,5.0,2.0,8.0,Easy,"Better Salary",Male,Spain,Bachelors,"Legal & Public Sector","Data Analyst",0,40000,20000.0000,Python,2022-06-10,23,23,21-25,"White / Caucasian"
62a37222cf2555431730732d,No,6.0,6.0,6.0,5.0,4.0,7.0,"Neither easy nor difficult","Good Work/Life Balance",Male,Mexico,Bachelors,Healthcare,"Data Engineer",0,40000,20000.0000,Python,2022-06-10,24,24,21-25,"Hispanic / Latino"
62a373efbc6861bf3177360b,Yes,8.0,9.0,9.0,7.0,6.0,6.0,"Neither easy nor difficult","Better Salary",Male,"United States",Masters,Education,"Data Analyst",150000,225000,187500.0000,SQL,2022-06-10,27,27,26-30,"Black / African"
62a3759e5d257a28a30def3a,Yes,4.0,10.0,10.0,8.0,5.0,6.0,"Neither easy nor difficult","Remote Work",Male,"United States",Bachelors,Manufacturing,"Data Analyst",66000,85000,75500.0000,Python,2022-06-10,32,32,31-35,"Asian / Asian American"
62a3777624a262602738997e,Yes,3.0,5.0,4.0,4.0,4.0,4.0,"Neither easy nor difficult","Good Work/Life Balance",Male,Canada,Bachelors,"Tech / IT","Data Analyst",41000,65000,53000.0000,Python,2022-06-10,50,50,41-50,"White / Caucasian"
62a377987dc029e2d66c638d,Yes,7.0,7.0,8.0,9.0,10.0,10.0,"Neither easy nor difficult","Remote Work",Male,"United States","High School","Consumer Goods","Data Architect / Database Administrator",66000,85000,75500.0000,Python,2022-06-10,29,29,26-30,"White / Caucasian"
62a377f424a2626027389af3,Yes,2.0,8.0,7.0,6.0,5.0,6.0,"Neither easy nor difficult","Good Work/Life Balance",Male,Peru,Bachelors,"Retail / E-Commerce","Data Analyst",0,40000,20000.0000,R,2022-06-10,41,41,41-50,"Hispanic / Latino"
62a3784c0f8c8599d5af8fbc,No,1.0,7.0,7.0,1.0,4.0,10.0,"Neither easy nor difficult","Better Salary",Male,"United States",Associates,"Energy & Utilities",Other,0,40000,20000.0000,R,2022-06-10,23,23,21-25,"White / Caucasian"
62a37a43d8c00e9f541a4a7c,Yes,4.0,7.0,8.0,7.0,8.0,8.0,Difficult,"Better Salary",Male,Nigeria,Bachelors,"Finance / Banking","Data Analyst",0,40000,20000.0000,Python,2022-06-10,31,31,31-35,"Black / African"
62a37a7818134ddc75cf0d4c,No,0.0,10.0,10.0,10.0,10.0,10.0,Difficult,"Better Salary",Male,Philippines,Bachelors,Healthcare,"Data Analyst",0,40000,20000.0000,Python,2022-06-10,22,22,21-25,Other
62a37aa1cf255543173081e5,No,3.0,5.0,5.0,5.0,3.0,3.0,"Very Difficult","Better Salary",Male,"United States",Masters,"Finance / Banking","Data Analyst",66000,85000,75500.0000,Python,2022-06-10,29,29,26-30,"Hispanic / Latino"
62a37ad924a2626027389f8a,Yes,4.0,4.0,4.0,0.0,0.0,6.0,Difficult,"Good Culture",Male,Malaysia,Bachelors,"Tech / IT","Data Scientist",0,40000,20000.0000,Python,2022-06-10,23,23,21-25,"Asian / Asian American"
62a37b7db4da29969c636123,No,0.0,0.0,1.0,1.0,0.0,1.0,"Neither easy nor difficult","Remote Work",Female,"United States","High School","Customer Service","Student / Job Seeker",0,40000,20000.0000,Other,2022-06-10,24,24,21-25,"Hispanic / Latino"
62a37bab2e54c9003e53a10a,Yes,5.0,9.0,10.0,10.0,5.0,10.0,"Neither easy nor difficult","Better Salary",Male,"United States",Bachelors,Manufacturing,"Data Analyst",66000,85000,75500.0000,Python,2022-06-10,26,26,26-30,"Black / African"
62a37c50cec54911e9cacee2,Yes,4.0,3.0,5.0,2.0,2.0,3.0,Difficult,"Good Culture",Male,India,Bachelors,"Finance / Banking","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-10,31,31,31-35,"Asian / Asian American"
62a37d41bae91e4b8b8369f7,Yes,1.0,1.0,1.0,1.0,7.0,9.0,"Neither easy nor difficult","Remote Work",Male,Nigeria,Bachelors,Sports,"Data Analyst",0,40000,20000.0000,Python,2022-06-10,22,22,21-25,"Black / African"
62a37f8db4da29969c6367bf,Yes,7.0,8.0,10.0,8.0,7.0,5.0,"Neither easy nor difficult","Remote Work",Male,Germany,Bachelors,"Retail / E-Commerce","Data Analyst",66000,85000,75500.0000,Python,2022-06-10,31,31,31-35,"White / Caucasian"
62a37ff3bae91e4b8b836ed0,Yes,0.0,4.0,0.0,0.0,4.0,5.0,"Neither easy nor difficult","Better Salary",Male,"United States",Masters,"Tech / IT","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-10,27,27,26-30,"Asian / Asian American"
62a38023575fa3a5ae89339e,No,1.0,1.0,2.0,1.0,1.0,1.0,Difficult,"Better Salary",Female,"United States",Bachelors,"Student / Unemployed","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-10,25,25,21-25,"Asian / Asian American"
62a38153cec54911e9cad855,Yes,4.0,10.0,10.0,8.0,8.0,10.0,Easy,"Good Work/Life Balance",Male,Colombia,Masters,Healthcare,"Data Analyst",0,40000,20000.0000,Python,2022-06-10,30,30,26-30,"Hispanic / Latino"
62a381d024a262602738ab19,Yes,0.0,6.0,5.0,6.0,0.0,2.0,Easy,"Growth & Learning",Male,"United States",Masters,Healthcare,"Data Analyst",41000,65000,53000.0000,R,2022-06-10,28,28,26-30,"Hispanic / Latino"
62a38227bae91e4b8b837235,No,6.0,6.0,5.0,4.0,2.0,4.0,Easy,"Remote Work",Male,"United States",Bachelors,"Finance / Banking","Data Analyst",125000,150000,137500.0000,Python,2022-06-10,26,26,26-30,"White / Caucasian"
62a38489cf25554317309145,Yes,6.0,7.0,7.0,10.0,6.0,7.0,"Neither easy nor difficult","Remote Work",Female,"United States",Masters,"Retail / E-Commerce","Data Scientist",125000,150000,137500.0000,Python,2022-06-10,32,32,31-35,"White / Caucasian"
62a384f0cec54911e9cadd6f,Yes,3.0,5.0,6.0,4.0,6.0,6.0,"Neither easy nor difficult","Better Salary",Female,Poland,PhD,Marketing,"Data Analyst",0,40000,20000.0000,SQL,2022-06-10,40,40,36-40,"White / Caucasian"
62a385480f8c8599d5afa5c6,Yes,4.0,7.0,7.0,6.0,8.0,7.0,"Neither easy nor difficult","Better Salary",Male,Singapore,Associates,Manufacturing,"Data Engineer",0,40000,20000.0000,Python,2022-06-10,36,36,36-40,"Asian / Asian American"
62a3856218134ddc75cf1ee0,Yes,6.0,10.0,9.0,9.0,9.0,10.0,Difficult,"Better Salary",Male,"United States",Bachelors,"Finance / Banking","Data Analyst",66000,85000,75500.0000,Python,2022-06-10,35,35,31-35,"Hispanic / Latino"
62a385c40f8c8599d5afa6cf,Yes,3.0,4.0,4.0,4.0,5.0,5.0,"Very Difficult","Good Work/Life Balance",Male,"United States",Masters,"Tech / IT","Data Analyst",66000,85000,75500.0000,Python,2022-06-10,29,29,26-30,"Asian / Asian American"
62a385ddbae91e4b8b837855,No,6.0,5.0,9.0,9.0,7.0,5.0,"Neither easy nor difficult",Other,Female,Germany,Masters,"Finance / Banking","Data Analyst",41000,65000,53000.0000,Python,2022-06-10,25,25,21-25,"Hispanic / Latino"
62a385e7b4da29969c6372ab,Yes,6.0,8.0,8.0,9.0,6.0,8.0,Difficult,"Remote Work",Male,"United States",Bachelors,Hospitality,"Data Architect / Database Administrator",41000,65000,53000.0000,Python,2022-06-10,29,29,26-30,"White / Caucasian"
62a386dfcec54911e9cae1d3,No,7.0,6.0,7.0,4.0,5.0,8.0,Difficult,"Good Work/Life Balance",Male,"United States",Bachelors,Entertainment,"Data Analyst",86000,105000,95500.0000,Python,2022-06-10,26,26,26-30,"Black / African"
62a3870bbc6861bf31775841,No,1.0,1.0,1.0,1.0,1.0,1.0,"Neither easy nor difficult","Remote Work",Male,Ghana,Bachelors,Marketing,"Data Analyst",0,40000,20000.0000,R,2022-06-10,34,34,31-35,"Black / African"
62a38733f8d5efcc22f859fc,Yes,5.0,2.0,5.0,4.0,3.0,5.0,"Neither easy nor difficult","Good Work/Life Balance",Male,Egypt,Bachelors,"Finance / Banking","Data Analyst",0,40000,20000.0000,Python,2022-06-10,26,26,26-30,"White / Caucasian"
62a387e6575fa3a5ae8940a1,No,3.0,3.0,5.0,4.0,3.0,2.0,Difficult,"Growth & Learning",Female,India,Bachelors,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-10,22,22,21-25,"Asian / Asian American"
62a388d524a262602738b869,Yes,0.0,2.0,0.0,1.0,1.0,2.0,"Very Difficult","Remote Work",Female,Kenya,Bachelors,Construction,"Student / Job Seeker",0,40000,20000.0000,Python,2022-06-10,24,24,21-25,"Black / African"
62a38975b4da29969c637830,No,3.0,6.0,6.0,6.0,4.0,3.0,"Neither easy nor difficult","Better Salary",Male,"Costa Rica",Bachelors,Healthcare,"Data Analyst",0,40000,20000.0000,Python,2022-06-10,26,26,26-30,"Hispanic / Latino"
62a38985f8f756164585b89c,Yes,5.0,6.0,2.0,3.0,3.0,5.0,"Very Difficult","Good Work/Life Balance",Female,Portugal,Masters,"Finance / Banking","Data Architect / Database Administrator",0,40000,20000.0000,Python,2022-06-10,34,34,31-35,"White / Caucasian"
62a389b70f8c8599d5afad1a,No,3.0,5.0,4.0,5.0,4.0,2.0,"Neither easy nor difficult","Better Salary",Male,India,Bachelors,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-10,29,29,26-30,"Asian / Asian American"
62a389ed18134ddc75cf24f8,No,2.0,7.0,7.0,7.0,7.0,7.0,Easy,"Better Salary",Male,Nigeria,Bachelors,"Tech / IT","Data Scientist",0,40000,20000.0000,R,2022-06-10,21,21,21-25,"Black / African"
62a38a060a77c1a77f6654b7,No,2.0,4.0,5.0,3.0,1.0,1.0,"Neither easy nor difficult","Good Work/Life Balance",Female,Macedonia,Masters,"Professional Services & HR",Other,0,40000,20000.0000,Python,2022-06-10,35,35,31-35,"White / Caucasian"
62a38a4d575fa3a5ae8944df,No,7.0,7.0,8.0,8.0,6.0,7.0,"Neither easy nor difficult","Good Work/Life Balance",Male,"United States",Bachelors,Education,"Data Analyst",41000,65000,53000.0000,Python,2022-06-10,26,26,26-30,"Black / African"
62a38a97cf25554317309af2,Yes,2.0,4.0,7.0,10.0,5.0,10.0,"Neither easy nor difficult","Remote Work",Male,"United States",Bachelors,"Logistics & Warehousing","Data Analyst",41000,65000,53000.0000,Python,2022-06-10,28,28,26-30,"White / Caucasian"
62a38c120f8c8599d5afb0e9,No,1.0,5.0,5.0,1.0,0.0,3.0,Easy,"Better Salary",Female,"United States",Bachelors,"Non profit Animal Welfare","Data Architect / Database Administrator",41000,65000,53000.0000,Python,2022-06-10,33,33,31-35,"White / Caucasian"
62a38c9dbc6861bf317760c4,Yes,7.0,6.0,5.0,7.0,4.0,4.0,Easy,"Better Salary",Female,"United States",Bachelors,Consulting,"Data Analyst",66000,85000,75500.0000,SQL,2022-06-10,56,56,50+,"White / Caucasian"
62a38de50f8c8599d5afb3e7,No,3.0,3.0,6.0,5.0,,4.0,Difficult,"Good Work/Life Balance",Male,India,Bachelors,Insurance,Other,0,40000,20000.0000,Python,2022-06-10,23,23,21-25,"Asian / Asian American"
62a3906224a262602738c58a,Yes,4.0,5.0,5.0,5.0,4.0,5.0,Difficult,"Better Salary",Male,"United States",Masters,Healthcare,"Data Scientist",125000,150000,137500.0000,Python,2022-06-10,28,28,26-30,"White / Caucasian"
62a3907cbae91e4b8b838917,No,0.0,0.0,0.0,0.0,0.0,10.0,"Neither easy nor difficult","Remote Work",Male,Egypt,"High School","Not Specified","Student / Job Seeker",0,40000,20000.0000,JavaScript,2022-06-10,21,21,21-25,"White / Caucasian"
62a390c0d8c00e9f541a6fd7,No,2.0,2.0,4.0,1.0,2.0,1.0,"Neither easy nor difficult","Good Work/Life Balance",Male,"United States",Masters,"Legal & Public Sector","Student / Job Seeker",66000,85000,75500.0000,Python,2022-06-10,35,35,31-35,"Black / African"
62a390e4f3072dd89262c0cd,No,7.0,5.0,9.0,9.0,9.0,8.0,"Neither easy nor difficult","Remote Work",Male,Ireland,Masters,Healthcare,"Data Analyst",41000,65000,53000.0000,Python,2022-06-10,29,29,26-30,"Asian / Asian American"
62a391cacf2555431730a623,No,9.0,10.0,8.0,8.0,7.0,7.0,"Neither easy nor difficult",Other,Female,"United States",Bachelors,"Tech / IT","Data Analyst",86000,105000,95500.0000,Python,2022-06-10,23,23,21-25,"Asian / Asian American"
62a39214f8f756164585c6b6,No,3.0,3.0,3.0,0.0,0.0,1.0,Difficult,"Good Work/Life Balance",Male,India,Bachelors,"Finance / Banking",Other,41000,65000,53000.0000,Python,2022-06-10,25,25,21-25,"Asian / Asian American"
62a39297b4da29969c638679,Yes,8.0,7.0,10.0,9.0,10.0,10.0,Easy,"Better Salary",Male,"United States",Masters,"Retail / E-Commerce","Data Engineer",86000,105000,95500.0000,Python,2022-06-10,27,27,26-30,"White / Caucasian"
62a393330a77c1a77f6662e4,No,3.0,8.0,7.0,5.0,8.0,7.0,"Neither easy nor difficult","Better Salary",Male,India,Bachelors,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-10,22,22,21-25,"Asian / Asian American"
62a3944024a262602738cb07,Yes,6.0,3.0,5.0,7.0,5.0,7.0,"Neither easy nor difficult","Good Work/Life Balance",Male,India,Bachelors,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-10,22,22,21-25,"Asian / Asian American"
62a3951ed8c00e9f541a75d1,No,7.0,7.0,4.0,5.0,5.0,4.0,"Neither easy nor difficult","Better Salary",Male,"United States",Masters,"Not Specified",Other,106000,125000,115500.0000,Other,2022-06-10,43,43,41-50,"Asian / Asian American"
62a3958fcec54911e9caf827,Yes,3.0,5.0,8.0,4.0,5.0,5.0,Difficult,"Better Salary",Female,"United States",Bachelors,"Tech / IT",Other,0,40000,20000.0000,Python,2022-06-10,32,32,31-35,"Asian / Asian American"
62a3970ebae91e4b8b839495,Yes,,,,,,0.0,Difficult,"Good Work/Life Balance",Female,"United States",Masters,Healthcare,"Student / Job Seeker",66000,85000,75500.0000,Other,2022-06-10,42,42,41-50,"Asian / Asian American"
62a3976ecf2555431730af5e,No,4.0,6.0,2.0,3.0,3.0,2.0,"Very Difficult","Remote Work",Male,"United States",Bachelors,"Legal & Public Sector",Other,66000,85000,75500.0000,Python,2022-06-10,31,31,31-35,"Hispanic / Latino"
62a397fb5d257a28a30e279a,No,0.0,10.0,10.0,5.0,0.0,3.0,"Neither easy nor difficult","Better Salary",Male,"United Kingdom",Bachelors,Healthcare,"Data Engineer",0,40000,20000.0000,Python,2022-06-10,25,25,21-25,"White / Caucasian"
62a3980c7dc029e2d66c9a81,No,3.0,5.0,5.0,5.0,3.0,2.0,"Neither easy nor difficult","Better Salary",Female,"United States",Masters,Entertainment,"Data Analyst",41000,65000,53000.0000,SQL,2022-06-10,25,25,21-25,"Asian / Asian American"
62a3980e0f8c8599d5afc32c,Yes,9.0,9.0,9.0,6.0,9.0,8.0,Difficult,"Good Work/Life Balance",Male,"United States",Masters,"Aviation & Transportation","Data Analyst",106000,125000,115500.0000,Other,2022-06-10,31,31,31-35,"Asian / Asian American"
62a39a340f8c8599d5afc6ce,Yes,3.0,3.0,1.0,1.0,1.0,6.0,Difficult,"Better Salary",Male,Morocco,Masters,Education,"Data Scientist",0,40000,20000.0000,Python,2022-06-10,36,36,36-40,"White / Caucasian"
62a39a95bc6861bf3177751d,No,6.0,8.0,8.0,8.0,8.0,10.0,"Neither easy nor difficult","Good Work/Life Balance",Female,Bulgaria,Masters,Healthcare,"Data Scientist",41000,65000,53000.0000,Python,2022-06-10,35,35,31-35,"White / Caucasian"
62a39b315d257a28a30e2cae,Yes,6.0,10.0,10.0,10.0,9.0,8.0,Easy,"Remote Work",Male,"United States",Bachelors,Utilities,"Data Analyst",66000,85000,75500.0000,R,2022-06-10,28,28,26-30,"White / Caucasian"
62a39b6cf408bae018ede929,No,8.0,8.0,9.0,9.0,8.0,7.0,"Neither easy nor difficult","Better Salary",Male,Peru,Bachelors,"Audit Firm","Data Analyst",0,40000,20000.0000,Python,2022-06-10,27,27,26-30,"Hispanic / Latino"
62a39bd324a262602738d725,Yes,7.0,4.0,7.0,4.0,8.0,10.0,Easy,"Good Work/Life Balance",Male,"Costa Rica",Bachelors,Sports,"Data Analyst",0,40000,20000.0000,Python,2022-06-10,25,25,21-25,"Hispanic / Latino"
62a39e03f408bae018eded39,No,6.0,6.0,10.0,8.0,6.0,8.0,"Neither easy nor difficult","Better Salary",Male,Poland,Bachelors,"Retail / E-Commerce","Data Analyst",0,40000,20000.0000,Python,2022-06-10,25,25,21-25,"White / Caucasian"
62a39e69d8c00e9f541a8358,No,5.0,5.0,5.0,5.0,5.0,5.0,Difficult,"Good Work/Life Balance",Male,"United States",Masters,Sports,Other,41000,65000,53000.0000,R,2022-06-10,22,22,21-25,"White / Caucasian"
62a3a0bcf8f756164585daf7,Yes,7.0,8.0,8.0,4.0,6.0,8.0,"Neither easy nor difficult","Good Culture",Male,Germany,"High School",Healthcare,"Data Analyst",41000,65000,53000.0000,None,2022-06-10,38,38,36-40,"White / Caucasian"
62a3a1a62e54c9003e53dc35,Yes,0.0,0.0,5.0,0.0,0.0,0.0,Difficult,"Good Culture",Male,Kenya,Bachelors,Education,"Data Analyst",0,40000,20000.0000,Python,2022-06-10,27,27,26-30,"Black / African"
62a3a231b4da29969c639b2c,Yes,4.0,4.0,2.0,2.0,2.0,2.0,Easy,"Remote Work",Female,Canada,Bachelors,Consulting,"Data Analyst",86000,105000,95500.0000,Other,2022-06-10,34,34,31-35,"Black / African"
62a3a3800f8c8599d5afd4db,Yes,9.0,10.0,10.0,9.0,8.0,10.0,Difficult,"Better Salary",Female,"United States",Bachelors,"Government / Non-Profit","Data Analyst",66000,85000,75500.0000,Python,2022-06-10,31,31,31-35,"White / Caucasian"
62a3a4fdbae91e4b8b83ab6f,Yes,4.0,9.0,8.0,8.0,6.0,10.0,"Neither easy nor difficult","Better Salary",Female,Canada,Masters,"Tech / IT","Data Analyst",41000,65000,53000.0000,Python,2022-06-10,33,33,31-35,"Black / African"
62a3a7f50a77c1a77f668221,Yes,2.0,5.0,5.0,5.0,5.0,5.0,"Very Difficult","Remote Work",Male,"United States",Bachelors,"Tech / IT","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-10,23,23,21-25,"Asian / Asian American"
62a3a90f24a262602738e800,Yes,3.0,10.0,9.0,10.0,5.0,0.0,"Neither easy nor difficult","Better Salary",Female,"United States",Bachelors,Healthcare,"Data Analyst",41000,65000,53000.0000,Other,2022-06-10,25,25,21-25,"Asian / Asian American"
62a3a9dbd8c00e9f541a93eb,Yes,4.0,4.0,4.0,5.0,2.0,1.0,Difficult,"Better Salary",Male,Iran,Masters,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-10,29,29,26-30,"White / Caucasian"
62a3aaa3cec54911e9cb1724,Yes,5.0,7.0,9.0,8.0,8.0,8.0,"Neither easy nor difficult","Better Salary",Female,"United States",Masters,Healthcare,"Data Engineer",41000,65000,53000.0000,R,2022-06-10,29,29,26-30,"Black / African"
62a3ab320f8c8599d5afdfa8,Yes,3.0,4.0,4.0,4.0,4.0,2.0,Easy,"Better Salary",Male,India,Masters,"Tech / IT","Data Analyst",0,40000,20000.0000,R,2022-06-10,31,31,31-35,"Asian / Asian American"
62a3abacd8c00e9f541a96eb,No,0.0,5.0,0.0,0.0,0.0,0.0,"Very Difficult","Remote Work",Male,"South Africa","High School","Legal & Public Sector","Student / Job Seeker",0,40000,20000.0000,R,2022-06-10,34,34,31-35,"Black / African"
62a3ac4bf8f756164585ea83,Yes,3.0,2.0,4.0,3.0,7.0,8.0,Easy,"Good Work/Life Balance",Male,Bangladesh,Bachelors,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-10,26,26,26-30,Other
62a3ad35cec54911e9cb1b5c,No,4.0,6.0,5.0,6.0,6.0,4.0,"Neither easy nor difficult","Remote Work",Female,"United States",Bachelors,Healthcare,"Data Scientist",86000,105000,95500.0000,Python,2022-06-10,26,26,26-30,"White / Caucasian"
62a3ae69bc6861bf3177900d,Yes,3.0,6.0,9.0,6.0,5.0,10.0,Difficult,Other,Male,"United States",Masters,"Defense & Security",Other,41000,65000,53000.0000,"Power Query / DAX",2022-06-10,27,27,26-30,"Black / African"
62a3af26cec54911e9cb1f3a,Yes,8.0,5.0,9.0,6.0,6.0,10.0,"Neither easy nor difficult","Remote Work",Male,"United States",Bachelors,"Logistics & Warehousing","Data Analyst",66000,85000,75500.0000,Python,2022-06-10,26,26,26-30,"White / Caucasian"
62a3af66f8f756164585eeb8,Yes,4.0,5.0,4.0,4.0,3.0,4.0,"Very Difficult","Better Salary",Female,"United States",Masters,"Tech / IT","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-10,26,26,26-30,"Asian / Asian American"
62a3b135b4da29969c63b1ed,Yes,2.0,5.0,5.0,5.0,4.0,5.0,Easy,"Better Salary",Male,"United States",Bachelors,"Finance / Banking","Data Analyst",41000,65000,53000.0000,R,2022-06-10,24,24,21-25,"White / Caucasian"
62a3b255d8c00e9f541a9fd5,Yes,4.0,6.0,3.0,4.0,4.0,2.0,Easy,"Better Salary",Female,Ireland,Masters,"Retail / E-Commerce","Data Analyst",86000,105000,95500.0000,Python,2022-06-10,28,28,26-30,"Asian / Asian American"
62a3b314f408bae018ee0938,Yes,8.0,8.0,10.0,9.0,7.0,5.0,Easy,"Better Salary",Male,"United States",Bachelors,Manufacturing,"Data Analyst",106000,125000,115500.0000,R,2022-06-10,29,29,26-30,"White / Caucasian"
62a3b3f6bc6861bf3177973b,Yes,3.0,2.0,1.0,1.0,0.0,2.0,"Very Difficult","Better Salary",Female,"United States",Masters,"Finance / Banking","Data Analyst",66000,85000,75500.0000,Python,2022-06-10,26,26,26-30,"Asian / Asian American"
62a3ba4dbc6861bf31779f24,Yes,3.0,5.0,3.0,3.0,1.0,1.0,"Neither easy nor difficult","Better Salary",Male,"United Kingdom",Bachelors,Aerospace,"Data Analyst",41000,65000,53000.0000,Python,2022-06-10,28,28,26-30,"White / Caucasian"
62a3baa624a262602738ff27,No,6.0,8.0,7.0,6.0,2.0,4.0,Easy,Other,Male,France,Masters,"Finance / Banking","Data Analyst",0,40000,20000.0000,Python,2022-06-10,25,25,21-25,"White / Caucasian"
62a3bc00d8c00e9f541aad66,Yes,5.0,7.0,7.0,3.0,7.0,9.0,Difficult,"Better Salary",Female,"United States",Bachelors,"Finance / Banking","Data Analyst",66000,85000,75500.0000,R,2022-06-10,26,26,26-30,"Asian / Asian American"
62a3bf1b0a77c1a77f66a347,Yes,6.0,3.0,9.0,5.0,8.0,8.0,"Neither easy nor difficult","Remote Work",Female,"United States",Masters,Healthcare,"Data Engineer",125000,150000,137500.0000,Python,2022-06-10,38,38,36-40,"White / Caucasian"
62a3c021f8f756164586043f,Yes,0.0,3.0,3.0,3.0,4.0,4.0,"Neither easy nor difficult","Better Salary",Female,Nigeria,"High School","Legal & Public Sector",Other,0,40000,20000.0000,SQL,2022-06-10,20,20,"Under 21","Black / African"
62a3c1b1bc6861bf3177aa8c,No,4.0,6.0,7.0,7.0,2.0,2.0,"Neither easy nor difficult","Remote Work",Female,"United States",Masters,Education,"Data Analyst",66000,85000,75500.0000,SQL,2022-06-10,45,45,41-50,"Black / African"
62a3c30324a26260273909b9,No,5.0,3.0,5.0,6.0,6.0,4.0,Difficult,"Good Work/Life Balance",Male,Canada,Masters,Marketing,"Data Analyst",86000,105000,95500.0000,Python,2022-06-10,27,27,26-30,Other
62a3c476bc6861bf3177ad9d,Yes,3.0,7.0,7.0,7.0,7.0,6.0,Difficult,"Good Culture",Male,Canada,Masters,Consulting,"Data Analyst",41000,65000,53000.0000,Python,2022-06-10,28,28,26-30,"Asian / Asian American"
62a3c5f2cec54911e9cb3d9b,Yes,2.0,10.0,10.0,10.0,10.0,3.0,"Neither easy nor difficult","Remote Work",Female,Germany,Bachelors,"Student / Unemployed","Student / Job Seeker",0,40000,20000.0000,R,2022-06-10,29,29,26-30,Other
62a3c7f1bc6861bf3177b06e,No,7.0,7.0,7.0,7.0,7.0,7.0,"Neither easy nor difficult","Better Salary",Female,Singapore,"High School","Tech / IT",Other,41000,65000,53000.0000,"C / C++",2022-06-10,43,43,41-50,"Asian / Asian American"
62a3c8652e54c9003e54103e,Yes,0.0,5.0,9.0,9.0,0.0,10.0,"Neither easy nor difficult","Remote Work",Male,Antigua,Bachelors,"Finance / Banking","Data Analyst",0,40000,20000.0000,Python,2022-06-10,26,26,26-30,"Black / African"
62a3ca44bae91e4b8b83dcd4,No,7.0,8.0,7.0,7.0,8.0,7.0,"Neither easy nor difficult",Other,Female,"United States",Bachelors,"Tech / IT","Student / Job Seeker",41000,65000,53000.0000,SQL,2022-06-10,47,47,41-50,"Black / African"
62a3cafff8d5efcc22f8b5cb,Yes,,,,8.0,10.0,10.0,Easy,"Remote Work",Male,Nigeria,Bachelors,"Finance / Banking","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-10,23,23,21-25,"Black / African"
62a3cbfef8d5efcc22f8b6f1,Yes,0.0,1.0,1.0,1.0,1.0,2.0,"Very Difficult","Better Salary",Male,Egypt,Bachelors,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-10,25,25,21-25,Other
62a3cde8f8f7561645861366,No,6.0,6.0,3.0,7.0,2.0,4.0,"Very Difficult","Growth & Learning",Male,Poland,Masters,"Finance / Banking",Other,0,40000,20000.0000,Python,2022-06-10,32,32,31-35,"White / Caucasian"
62a3cfed0f8c8599d5b00b12,Yes,1.0,10.0,10.0,5.0,3.0,1.0,"Neither easy nor difficult","Better Salary",Female,"United States",Bachelors,"Finance / Banking","Data Analyst",0,40000,20000.0000,Python,2022-06-10,25,25,21-25,"White / Caucasian"
62a3d21ef3072dd8926314d1,No,1.0,2.0,10.0,1.0,2.0,8.0,Difficult,"Remote Work",Female,Venezuela,Bachelors,"Finance / Banking","Data Analyst",0,40000,20000.0000,Python,2022-06-10,29,29,26-30,"Hispanic / Latino"
62a3d37c0a77c1a77f66bc0e,No,3.0,7.0,5.0,5.0,3.0,3.0,"Neither easy nor difficult","Better Salary",Female,"United States",Bachelors,Healthcare,"Data Analyst",41000,65000,53000.0000,SQL,2022-06-10,33,33,31-35,"Asian / Asian American"
62a3d8dbf8f7561645861f9d,No,6.0,10.0,10.0,10.0,7.0,6.0,Easy,"Growth & Learning",Male,"United States",Masters,Education,"Data Analyst",106000,125000,115500.0000,Python,2022-06-10,36,36,36-40,"Asian / Asian American"
62a3d9697dc029e2d66cf087,Yes,4.0,10.0,9.0,3.0,0.0,10.0,Difficult,"Good Work/Life Balance",Male,"United States",Bachelors,Healthcare,"Data Analyst",41000,65000,53000.0000,Python,2022-06-10,25,25,21-25,"White / Caucasian"
62a3dac9f3072dd892631e12,No,8.0,7.0,8.0,7.0,7.0,8.0,"Neither easy nor difficult","Good Work/Life Balance",Male,"United States",Masters,"Not Specified","Data Scientist",150000,225000,187500.0000,Python,2022-06-10,38,38,36-40,"White / Caucasian"
